Citation,Habitat,meanLat,meanLon,meanNodes,meanLinks,meanLinkDensity,meanGenerality,meanNormGen,meanVulnerability,meanNormVul,meanFracBasal,meanFracInt,meanFracTop,meanMeanFoodChain,meanModularity
"Schiemer, F., Bobek, M., Gludovatz, P., Ioschenkohl, A., Zweimuller, I. and Martinetz, M. (1982) Trophische Interaktionen im Pelagial des Hafnersees, Sitzungsber. Akad. Wiss. Wien Math. Naturwiss. Kl. Abt.  1:191-209.",freshwater,33.9501633,-84.7344388,10,15,1.5,2.5,1.666666667,1.875,1.25,0.4,0.4,0.2,3.3465,0.153333333
"Schneider, D.W. (1997). Predation and Food Web Structure along a Habitat Duration Gradient. Oecologia. 110, pp. 567-575.",freshwater,46.0382686,-89.4734462,77,958,12.44155844,12.60526316,1.013157895,12.44155844,1,0.012987013,0.974025974,0.012987013,15.569,0.19765637
"Shannon L.J.,Moloney C.L.,Jarre A.,Field J.G.(2003). Trophic flows in the southern Benguela during the 1980s and 1990s Journal of Marine Systems. pp 83-116",marine,-31.69377844,18.18451557,32,232,7.25,8,1.103448276,7.483870968,1.032258065,0.09375,0.84375,0.0625,6.671,0.156003977
"Sharma, I.K. (1980). A study of ecosystems of the Indian desert. Trans. Indian Soc. Desert Technol. and Univ. Center Desert Stud. 5(2):51-55.",terrestrial,27.5,70,22,59,2.681818182,3.470588235,1.294117647,3.470588235,1.294117647,0.227272727,0.545454545,0.227272727,3.998,0.24479786
"Simberloff & Wilson 1969, Piechnik et al. 2008",terrestrial,24.90623925,-81.193447975,94.75,869.75,6.9308010505,8.03341512,1.14125062625,7.379199435,1.0792656605,0.1226790225,0.8047125725,0.072608395,5.41587746,0.28823755
"Smith, M., Chagaris, D., Paperno, R. and Markwith, S., 2020. Ecosystem structure and resilience of the Florida Bay Estuary: an original ecosystem model with implications for everglades restoration",marine,25.05,-80.7,47,271,5.765957447,6.609756098,1.146341463,6.452380952,1.119047619,0.127659574,0.765957447,0.106382979,4.482,0.186013262
"Sonagnon Olivier Tokpanou, Samantha Farquhar, Sara Pedro, Mariane Falardeau, Duncan Warttier, Mathilde Lapointe St-Pierre, Carie Hoover, Tiff-Annie Kenny, and FrÃÂÃÂ©dÃÂÃÂ©ric Maps",marine,59.7,-67.36,49,543,11.08163265,11.80434783,1.065217391,11.08163265,1,0.06122449,0.93877551,0,9.533,0.178170148
"Sorokin, Y. (1972). Biological productivity of the Rybinsk reservoir. In:  A. Kajak & A. Hillbricht-Ilkowska (eds), Productivity Problems of Freshwaters (Polish Scientific, Warsaw), pp. 493-503.",freshwater,46.3421653,48.0254474,16,32,2,2.461538462,1.230769231,2.133333333,1.066666667,0.1875,0.75,0.0625,5.847,0.360839844
"Stagliano, D.M., and Whiles, M.R. (2002). Macroinvertebrate Production and Trophic Structure in a Tallgrass Prairie Headwater Stream. Journal of the North American Benthological Society. 21, pp. 97-113.",freshwater,-27.8981725,151.9165663,12,19,1.583333333,2.714285714,1.714285714,1.727272727,1.090909091,0.416666667,0.5,0.083333333,3.708,0.175900277
"Stanford R.,Lunn K.,GuÃÂÃÂ©nette S.(2001). A preliminary ecosystem model for the Atlantic coast of Morocco for the mid-1980s Fisheries Impacts on North Atlantic Ecosystems: Models and Analyses. pp 314-344. In GuÃÂÃÂ©nette S.,Christensen V.,Pauly D.",marine,28.11998,-12.910598,38,345,9.078947368,9.583333333,1.055555556,9.078947368,1,0.052631579,0.947368421,0,9.8555,0.128899387
Stergiou & Fourtouni (1991),marine,37.9965774,22.91772817,18,17,0.944444444,17,18,1,1.058823529,0.944444444,0,0.055555556,2,0
"Stewart, T.J., and Sprules, W.G. (2011). Carbon-based balanced trophic structure and flows in the offshore Lake Ontario food web before (1987ÃÂ1991) and after (2001ÃÂ2005) invasion-induced ecosystem change. Ecological Modelling. 222, pp. 692-708.",freshwater,43.7340141,-77.7073563,22,77,3.5,4.277777778,1.222222222,4.052631579,1.157894737,0.181818182,0.636363636,0.181818182,4.596,0.279220779
"Stobberup K.A.,Ramos V.D.M.,Coelho M.L.(2004). Ecopath model of the Cape Verde coastal ecosystem West African marine ecosystems: models and fisheries impacts. pp 39-56. In Palomares M.L.D.,Pauly D.,Palomares M.L.D.,Pauly D.,Palomares M.L.D.,Pauly D.",marine,15.99737,-24.0132,31,220,7.096774194,7.857142857,1.107142857,7.096774194,1,0.096774194,0.870967742,0.032258065,5.7065,0.228471074
Sutherland 1989; Havens 1992,freshwater,43.9604,-74.6228,39.8,175.32,3.82022211296,7.4809122212,2.04765539746,4.0564196064999996,1.08177599808,0.49417846668,0.43718862816,0.06863290528,4.95658877172,0.3080338452
"T, Pedersen, et al. 2018. MEPS 596:13-31",marine,70.44,25.465,63,389,6.174603175,7.072727273,1.145454545,8.104166667,1.3125,0.126984127,0.634920635,0.238095238,5.0565,0.295597965
"T.A. Clarke, A.O. Flechsig, and R.W. Grigg. (1967). Ecological Studies during Project Sealab II. Science, 157(3795), pp. 1381-1389.",marine,33.85941391,-118.3937593,25,38,1.52,2.111111111,1.388888889,3.454545455,2.272727273,0.08,0.36,0.36,3.2885,0.399238227
"T.M. Zaret. (1973). Species Introduction in a Trophic Lake. Science. 182(4111), pp. 449-455.",freshwater,9.1657587,-79.9436744,13,14,1.076923077,1.555555556,1.444444444,1.555555556,1.444444444,0.230769231,0.461538462,0.230769231,3.6115,0.400510204
"Tam J.,Taylor M.H.,Blaskovic V.,Espinoza P.,Michael BallÃÂÃÂ³n R.,DÃÂÃÂ­az E.,Wosnitza-Mendo C.,ArgÃÂÃÂ¼elles J.,Purca S.,AyÃÂÃÂ³n P.(2008). Trophic modeling of the Northern Humboldt current ecosystem, Part I: comparing trophic linkages under La NiÃÂÃÂ±a and El NiÃÂÃÂ±o conditions Progress in Oceanography. pp 352-365",marine,-10.065451575,-78.313035125,33,175,5.303030303,5.833333333000001,1.1,6.367724868,1.2003968255,0.090909091,0.7424242425,0.166666667,4.9197500000000005,0.22316916
"Tavares-Cromar, A.F., and Williams, D.D. (1996). The Importance of Temporal Resolution in Food Web Analysis: Evidence from a Detritus-Based Stream. Ecological Monographs. 66, pp. 91-113.",freshwater,43.8151492,-79.0468735,45,192,4.266666667,5.333333333,1.25,14.76923077,3.461538462,0.2,0.088888889,0.711111111,2.195,0.138902452
"Taylor M.H.,Wolff M.,Mendo J.,Yamashiro C.(2008). Changes in trophic flow structure of Independence Bay (Peru) over an ENSO cycle Progress in Oceanography. pp 336-351",marine,-14.24,-76.19,20,78,3.9,4.588235294,1.176470588,4.333333333,1.111111111,0.15,0.7,0.15,5.1005,0.223783695
"Taylor M.H.,Wolff M.,Vadas F.,Yamashiro C.(2008). Trophic and environmental drivers of the Sechura Bay Ecosystem (Peru) over an ENSO cycle Helgoland Marine Research. pp 15-32",marine,-5.695673,-80.966785,21,81,3.857142857,4.5,1.166666667,4.5,1.166666667,0.142857143,0.666666667,0.19047619,4.7515,0.247523243
"Tecchio S.,Coll M.,Christensen V.,Company J.B.,RamÃÂÃÂ­rez-Llodra E.,SardÃÂÃÂ  F.(2013). Food web structure and vulnerability of a deep-sea ecosystem in the NW Mediterranean Sea Deep Sea Research Part I: Oceanographic Research Papers. pp 1-15",marine,41.1,2.7,21,122,5.80952381,6.777777778,1.166666667,6.421052632,1.105263158,0.095238095,0.80952381,0.047619048,5.5545,0.12591353
Thompson and Townsend (2003),freshwater,11.243673333333332,5.617269999999998,73.5,185.33333333333334,2.4993103371666665,4.155473017166667,1.6927225831666668,4.646003216333334,1.907965997,0.40140241433333335,0.14133686366666667,0.457260722,2.4203333333333332,0.361234035
Thompson and Townsend (2004),freshwater,-45.3768095,169.114655,103,245.5,2.2885616985,4.026388889,1.7555555555,5.2511961725,2.3046251995000002,0.4302884615,0.00390625,0.5658052885,2.0231666665,0.42799543149999997
Thompson and Townsend (2005),freshwater,-46.1181195,170.0570495,73.75,184.75,2.4642467527500003,4.18516766375,1.69921668725,4.758523418,1.93095170575,0.407471222,0.114280138,0.47824863975,2.3298333335,0.36701901724999997
Thompson et al. 2017,marine,32.7919301,-16.81597816,71,542,7.633802817,11.53191489,1.510638297,9.033333333,1.183333333,0.338028169,0.507042254,0.154929577,7.517768959,0.183425805
Tobias Baring,marine,-52,-58,36,296,8.222222222,8.96969697,1.090909091,8.222222222,1,0.083333333,0.916666667,0,9.926,0.146243082
"Tomczak M.T.,Niiranen S.,Hjerne O.,Blenckner T.(2012). Ecosystem flow dynamics in the Baltic ProperÃÂ¢ÃÂÃÂUsing a multi-trophic dataset as a basis for foodÃÂ¢ÃÂÃÂweb modelling Ecological Modelling. pp 123-147",marine,56.84,21.02197,22,89,4.045454545,5.235294118,1.294117647,4.238095238,1.047619048,0.227272727,0.727272727,0.045454545,5.594,0.24132054
"Torres, M.A., Coll, M., Heymans, J.J., Christensen, V., and Sobrino, I. (2013). Food-web structure of and fishing impacts on the Gulf of Cadiz ecosystem (South-western Spain). Ecological Modelling. 265, pp. 26-44.",marine,30.69418945,-88.01132813,44,413,9.386363636,10.325,1.1,10.58974359,1.128205128,0.090909091,0.772727273,0.136363636,6.285,0.15624375
Townsend et al. 1998,freshwater,-45.418950699999996,169.9322473,96.7,585,5.9075377606,13.5502126715,2.3461614996,7.3848928569000005,1.2479736804,0.5593323759,0.2449824737,0.1956851504,3.3834320469,0.2022155107
"Trites A.W.,Livingston P.A.,Mackinson S.,Vasconcellos M.C.,Springer A.M.,Pauly D.(1999). Ecosystem Change and the Decline of Marine Mammals the Eastern Bering Sea: Testing the Ecosystem Shift and Commercial Whaling Hypotheses Fisheries Centre Research Reports",marine,57.626205,-168.7631,25,157,6.28,7.136363636,1.136363636,7.85,1.25,0.08,0.64,0.24,5.0615,0.143129687
"Tsagarakis K.,Coll M.,Giannoulaki M.,Somarakis S.,Papaconstantinou C.,Machias A.(2010). Food-web traits of the North Aegean Sea ecosystem (Eastern Mediterranean) and comparison with other Mediterranean ecosystems Estuarine, Coastal and Shelf Science. pp 233-248",marine,40.527295,24.888075,40,414,10.35,11.18918919,1.081081081,11.5,1.111111111,0.075,0.8,0.125,7.401,0.146162793
"Tsehaye I.,Nagelkerke L.A.J.(2008). Exploring optimal fishing scenarios for the multispecies artisanal fisheries of Eritrea using a trophic model Ecological Modelling. pp 319-333",marine,15.507555,40.86503,19,150,7.894736842,9.375,1.1875,7.894736842,1,0.157894737,0.842105263,0,8.057,0.125651578
"Tsuda, M. (1972). Interim results of the Yoshino River productivity survey, especially on benthic animals. In: Z. Kajak and A. Hillbricht-Ilkowska (eds). Productivity Problems of Freshwaters. (Polish Scientific, Warsaw), pp. 827-841.",freshwater,36.5748441,139.2394179,16,43,2.6875,3.071428571,1.142857143,4.3,1.6,0.125,0.5,0.375,2.926,0.105732829
Twomey 1945,terrestrial,40.1297,-88.1437,30,66,2.2,2.75,1.25,3,1.363636364,0.2,0.5333333,0.2666667,3.344828,0.3001607
Unpublished observations. F. Briand (1985). Source: ECOWeB1.1,terrestrial,13.1500331,-59.5250305,15,22,1.466666667,2,1.363636364,1.692307692,1.153846154,0.266666667,0.6,0.133333333,3.752,0.323347107
"V.S. Summerhayes and C.S. Elton. (1923). Bear Island. Journal of Ecology. 11(2), pp. 216-233.",terrestrial,74.4259903,19.0324834,28,46,1.642857143,2.421052632,1.473684211,2.3,1.4,0.214285714,0.5,0.178571429,3.818,0.454867675
"V.S. Summerhayes. (1928). North-East Land and Hinlopen Strait. Journal of Ecology. 16(2), pp. 201-212.",terrestrial,78.7198519,20.3493328,12,13,1.083333333,1.444444444,1.333333333,1.444444444,1.333333333,0.25,0.5,0.25,4.057,0.357988166
"Valls A.,Gascuel D.,GuÃÂÃÂ©nette S.,Francour P.(2012). Modeling trophic interactions to assess the effects of a marine protected area: case study in the NW Mediterranean Sea Marine Ecology Progress Series. pp 201-201",marine,43.0034,6.3903,41,316,7.707317073,8.777777778,1.138888889,8.540540541,1.108108108,0.12195122,0.780487805,0.097560976,5.7285,0.137487368
Vanalderweireldt et al. (2022),marine,42.15341479,9.555055618,39,375,9.615384615,11.02941176,1.147058824,10.71428571,1.114285714,0.128205128,0.769230769,0.102564103,7.3435,0.125041766
"Vanalderweireldt, L. et al. 2024.",marine,41.45,9.05,39,413,10.58974359,11.8,1.114285714,10.58974359,1,0.102564103,0.897435897,0,11.589,0.115293149
"Varley, G.C. (1970). The concept of energy applied to a woodland community. In: A. Watson, (ed). Animal populations in relation to their food resources. (Blackwell Scientific, Oxford, England), pp. 389-401.",terrestrial,51.7756182,-1.3348536,22,39,1.772727273,2.166666667,1.222222222,2.4375,1.375,0.181818182,0.545454545,0.272727273,3.846,0.383957922
"Vasconcellos M.,Gasalla M.A.(2001). Fisheries catches and the carrying capacity of marine ecosystems in southern Brazil Fisheries Research. pp 279-295",marine,-27.754685,-46.3324,13,40,3.076923077,3.636363636,1.181818182,3.636363636,1.181818182,0.153846154,0.615384615,0.230769231,4.061,0.1746875
"Vasconcellos M.,Watson R.(2004). Mass-balance models of oceanic systems in the Atlantic West African marine ecosystems: models and fisheries impacts. pp 171-214. In Palomares M.L.D.,Pauly D.",marine,24.58419475,-37.09796125,38,232.5,6.1184210525000005,6.458333333000001,1.055555556,6.2009246085,1.0135135135,0.052631579,0.9342105265,0.0131578945,6.8870000000000005,0.2985378155
"Vasslides, J.M., Townsend, H., Belton, T., Jensen, O.P., 2016. Modeling the effects of a power plant",marine,39.77164656,-74.16369953,27,109,4.037037037,4.739130435,1.173913043,4.739130435,1.173913043,0.148148148,0.703703704,0.148148148,4.4435,0.204401986
"Vega-Cendejas M.E.,ArreguÃÂÃÂ±n-SÃÂÃÂ¡nchez F.,HernÃÂÃÂ¡ndez M.(1993). Trophic fluxes on the Campeche Bank, Mexico . pp 206-213. In Christensen V.,Pauly D.,Christensen V.,Pauly D.,Christensen V.,Pauly D.",marine,20.88087,-90.45393,19,100,5.263157895,6.25,1.1875,7.142857143,1.357142857,0.157894737,0.578947368,0.263157895,4.31,0.078614958
"Vega-Cendejas M.E.,ArreguÃÂÃÂ±ÃÂÃÂn-SÃÂÃÂ¡nchez F.(2001). Energy fluxes in a mangrove ecosystem from a coastal lagoon in Yucatan Peninsula, Mexico Ecological Modelling. pp 119-133",marine,20.8762579,-90.39652562,19,96,5.052631579,6,1.1875,5.333333333,1.055555556,0.157894737,0.789473684,0.052631579,5.6255,0.109550237
"Vilas, Daniel, David Chagaris, and Joe Buszowski. 2020. Red tide mortality on gag grouper from 2002-",marine,29.75,-84.75,83,884,10.65060241,11.48051948,1.077922078,15.50877193,1.456140351,0.072289157,0.614457831,0.313253012,5.148,0.196097927
"Vinagre et al., unpublished",marine,43.30345132666667,-55.156373950833334,27.805555555555557,170.75,3.952863605916667,6.339599194638889,1.6614709470277778,5.166914957833334,1.4197203535277778,0.37861708605555555,0.26187873319444444,0.35950418083333335,3.493681042361111,0.24954938605555554
Virginie Bornarel,marine,49.31643,-127.1474,61,1074,17.60655738,18.51724138,1.051724138,17.60655738,1,0.049180328,0.950819672,0,11.691,0.104390074
"W. L. Minckley, (1963).  The ecology of a spring stream, Doe Run, Meade County, Kentucky.  Wildl. Monogr. 11, pp:1-124.",freshwater,39.9162185,-75.8177219,11,30,2.727272727,3.333333333,1.222222222,3.333333333,1.222222222,0.181818182,0.636363636,0.181818182,3.7,0.091111111
"W.A. Niering. (1963). Terrestrial Ecology of Kapingamarangi Atoll, Caroline Islands. Ecological Monographs. 33(2), pp. 131-160.",terrestrial,1.066667,154.783333,27,40,1.481481481,2.105263158,1.421052632,2.222222222,1.5,0.296296296,0.37037037,0.333333333,2.9745,0.4978125
"W.G. Hewatt. (1937). Ecological Studies on Selected Marine Intertidal Communities of Monterey Bay, California. American Midland Naturalist. 18(2), pp. 161-206.",marine,35.42509766,-120.8996094,14,20,1.428571429,2,1.4,1.818181818,1.272727273,0.285714286,0.5,0.214285714,3.247,0.365
"Wabnitz C.C.C.,Balazs G.,Beavers S.,Bjorndal K.A.,Bolten A.B.,Christensen V.,Hargrove S.,Pauly D.(2010). Ecosystem structure and processes at Kaloko Honokhau, focusing on the role of herbivores, including the green sea turtle Chelonia mydas, in reef resilience Marine Ecology Progress Series. pp 27-44",marine,19.6769,-156.03415,26,119,4.576923077,5.95,1.3,4.576923077,1,0.230769231,0.730769231,0.038461538,4.658,0.171856421
"Walsh, G. E. (1967) An ecological study of a Hawaiian mangrove swamp. In: G.H. Lauff (ed) (1967) Estuaries (AAAS Publication 83, Washington, DC, 1967), pp. 420-431, from p. 429.",marine,19.26015625,-155.3096191,22,38,1.727272727,2.714285714,1.571428571,2.923076923,1.692307692,0.363636364,0.227272727,0.409090909,2.8625,0.287742382
"Walsh, G.E. (1967). An ecological study of a Hawaiian mangrove swamp, in: Lauff, G.H. (Ed.) (1967). Estuaries. American Association for the Advancement of Science, Publication 83, Washington, DC: pp. 420-431.",marine,19.26015625,-155.3096191,8.5,10.5,1.236111111,1.4017857145,1.1339285715,1.619047619,1.3095238095,0.11805555549999999,0.6458333334999999,0.23611111099999998,3.46525,0.1842768595
"Walters C.,Martell S.J.D.,Christensen V.,Mahmoudi B.(2008). An Ecosim model for exploring ecosystem management options for the Gulf of Mexico: implications of including multistanza life history models for policy predictions Bulletin of Marine Science. pp 251-271",marine,27.5,-89.5,48,292,6.083333333,6.636363636,1.090909091,7.891891892,1.297297297,0.083333333,0.6875,0.229166667,4.9455,0.181782218
Warren 1989,freshwater,53.827343,-0.997596,34,354,10.41176471,10.72727273,1.030303031,11.0625,1.0625,0.029411765,0.911764706,0.058823529,11.43468586,0.062230839
"Watermeyer K.E.,Shannon L.J.,Roux J.P.,Griffiths C.L.(2008). Changes in the trophic structure of the northern Benguela before and after the onset of industrial fishing African Journal of Marine Science. pp 383-403",marine,-21.12332,13.4255,26,183,7.038461538,7.625,1.083333333,7.32,1.04,0.076923077,0.846153846,0.076923077,5.949,0.173794344
"Watson R.A.,Nowara G.B.,Tracey S.R.,Fulton E.A.,Bulman C.M.,Edgar G.J.,Barrett N.S.,Lyle J.M.,Frusher S.D.,Buxton C.D.(2013). Ecosystem model of Tasmanian waters explores impacts of climate-change induced changes in primary productivity Ecological Modelling. pp 115-129",marine,-41.0770167,145.9835303,47,334,7.106382979,8.146341463,1.146341463,7.422222222,1.044444444,0.127659574,0.808510638,0.063829787,6.1165,0.250061418
"Wolff M.,Chavarria J.B.,Koch V.,Vargas J.A.(1998). A trophic flow model of the Golfo de Nicoya, Costa Rica Revista de Biologia Tropical. pp 63-79",marine,9.8756285,-84.8968,21,118,5.619047619,6.941176471,1.235294118,5.9,1.05,0.19047619,0.761904762,0.047619048,5.8165,0.121618609
"Wolff M.,Hartmann H.J.,Koch V.(1996). A pilot trophic model for Golfo Dulce, a fjord-like tropical embayment, Costa Rica Revista de Biologia Tropical. pp 215-231",marine,8.5528925,-83.28593,21,117,5.571428571,6.157894737,1.105263158,6.157894737,1.105263158,0.095238095,0.80952381,0.095238095,6.565,0.140756144
"Wudrick, A. Comparison of ecosystem models of the Newfoundland and Labrador Shelf and Grand Ba",marine,49.07944336,-55.35317383,43.5,437.5,10.057936505,10.543313954999999,1.048255814,10.057936505,1,0.046031746,0.953968254,0,10.64175,0.1315403115
"X. Corrales, D. Vilas, C. Piroddi, J. Steenbeek, J. Claudet, J. Lloret, A. CalÃÂÃÂ², A. Di Franco, T. Font, A. Ligas, G. Prato, R. Sahyoun, P. Sartor, P. Guidetti, M. Coll,
Multi-zone marine protected areas: Assessment of ecosystem and fisheries benefits using multiple ecosystem models,
Ocean & Coastal Management,
Volume 193,
2020,
105232,
ISSN 0964-5691,
https://doi.org/10.1016/j.ocecoaman.2020.105232.",marine,42.27372888666667,3.2377377793333335,66,689.3333333333334,10.44364117,11.74839275,1.1248782386666667,12.30961663,1.178687459,0.11085199,0.7375621893333334,0.15158582066666668,5.543666666666667,0.20227336733333334
"Yodzis, P. (1998). Local trophpodynamics and the interaction of marine mammals and fisheries in the Benguela ecosystem. Journal of Animal Ecology. 67, pp. 635-658.",marine,-12.53868285,13.38176324,29,203,7,7.518518519,1.074074074,7,1,0.068965517,0.931034483,0,7.3415,0.12362259
"YÃÂ¡ÃÂ±ez-Arancibia, (1978). TaxonomÃÂ­a, ecologÃÂ­a y estructura de las comunidades de peces en lagunas costeras con bocas efÃÂ­meras del PacÃÂ­fico de MÃÂ©xico. (Cent. Cienc. del Mar y Limnol. Univ. Nal. Auton. Mex. Publ. Espec. 2:1-306.",marine,17.01038281,-100.3049066,12,29,2.416666667,3.222222222,1.333333333,2.636363636,1.090909091,0.25,0.666666667,0.083333333,4.499,0.173008323
"Zeller D.,Reinert J.(2004). Modelling spatial closures and fishing effort restrictions in the Faroe Islands marine ecosystem Ecological Modelling. pp 403-420",marine,61.5,-7,20,126,6.3,7,1.111111111,6.631578947,1.052631579,0.1,0.8,0.1,6.13,0.12488901
"Zetina-Rejan M.J.et al. (2003). Trophic structure and flows of energy in the HuizacheÃÂ¢-Caimanero lagoon complex on the Pacific coast of Mexico Estuarine, Coastal and Shelf Science. pp 803-815",marine,22.99028189,-106.1696121,26,189,7.269230769,8.217391304,1.130434783,7.56,1.04,0.115384615,0.807692308,0.076923077,4.937,0.109131113
https://www.sciencedirect.com/science/article/pii/S0924796317303482,marine,-8.595295637,-35.03517303,25,154,6.16,7.333333333,1.19047619,6.416666667,1.041666667,0.16,0.8,0.04,4.934,0.104425648
